x	y	RR	N_pairs	N_x	N_y	N_total	nRR_fixed	season_date	season	season_label
5-11	5-11	2.1883717886824865	4394	42959	42959	919114	2.088731811664763	2022-04-15	Mar-May	Mar-May 2022
5-11	65-80	0.8411112894220931	3874	42959	98542	919114	0.8028141819649448	2022-04-15	Mar-May	Mar-May 2022
5-11	80+	0.5233178478919458	997	42959	40761	919114	0.49949037094923165	2022-04-15	Mar-May	Mar-May 2022
65-80	0-4	0.8599201712108384	1746	98542	18938	919114	0.820766666061647	2022-04-15	Mar-May	Mar-May 2022
65-80	12-17	0.8577816383057307	3701	98542	40243	919114	0.8187255038915391	2022-04-15	Mar-May	Mar-May 2022
65-80	18-24	0.7276625126826524	7316	98542	93776	919114	0.6945309047834253	2022-04-15	Mar-May	Mar-May 2022
65-80	25-64	0.9149259234082612	57276	98542	583895	919114	0.8732679206626658	2022-04-15	Mar-May	Mar-May 2022
65-80	5-11	0.8411112894220931	3874	98542	42959	919114	0.8028141819649448	2022-04-15	Mar-May	Mar-May 2022
65-80	65-80	1.6562086506812548	17498	98542	98542	919114	1.580798890445866	2022-04-15	Mar-May	Mar-May 2022
65-80	80+	1.6317499772526771	7131	98542	40761	919114	1.5574538585250572	2022-04-15	Mar-May	Mar-May 2022
80+	0-4	0.6774897145125841	569	40761	18938	919114	0.6466425522831626	2022-04-15	Mar-May	Mar-May 2022
80+	12-17	0.5989794300110136	1069	40761	40243	919114	0.5717069633538199	2022-04-15	Mar-May	Mar-May 2022
80+	18-24	0.5852661698144683	2434	40761	93776	919114	0.5586180892592562	2022-04-15	Mar-May	Mar-May 2022
80+	25-64	0.710996025379316	18411	40761	583895	919114	0.6786232686133647	2022-04-15	Mar-May	Mar-May 2022
80+	5-11	0.5233178478919458	997	40761	42959	919114	0.49949037094923165	2022-04-15	Mar-May	Mar-May 2022
80+	65-80	1.6317499772526771	7131	40761	98542	919114	1.5574538585250572	2022-04-15	Mar-May	Mar-May 2022
80+	80+	5.614948320476914	10150	40761	40761	919114	5.359290975366988	2022-04-15	Mar-May	Mar-May 2022
0-4	0-4	4.609829920329792	192	3608	3608	312548	4.265923912439694	2022-10-15	Sep-Nov	Sep-Nov 2022
0-4	12-17	1.3786692946806487	180	3608	11310	312548	1.2758167683340023	2022-10-15	Sep-Nov	Sep-Nov 2022
0-4	18-24	0.9056122465462642	287	3608	27453	312548	0.8380510788266907	2022-10-15	Sep-Nov	Sep-Nov 2022
0-4	25-64	0.9798019616632218	2208	3608	195214	312548	0.9067060368716235	2022-10-15	Sep-Nov	Sep-Nov 2022
0-4	5-11	2.273409834957612	192	3608	7316	312548	2.1038072001206145	2022-10-15	Sep-Nov	Sep-Nov 2022
0-4	65-80	0.8116775853433056	422	3608	45038	312548	0.7511242020529041	2022-10-15	Sep-Nov	Sep-Nov 2022
0-4	80+	0.4866005252308624	127	3608	22609	312548	0.4502987859125929	2022-10-15	Sep-Nov	Sep-Nov 2022
12-17	0-4	1.3786692946806487	180	11310	3608	312548	1.2758167683340023	2022-10-15	Sep-Nov	Sep-Nov 2022
12-17	12-17	3.0982094122631945	1268	11310	11310	312548	2.8670744573964138	2022-10-15	Sep-Nov	Sep-Nov 2022
12-17	18-24	1.0096369671976635	1003	11310	27453	312548	0.9343152688252485	2022-10-15	Sep-Nov	Sep-Nov 2022
12-17	25-64	0.9719567902705736	6866	11310	195214	312548	0.8994461368710848	2022-10-15	Sep-Nov	Sep-Nov 2022
12-17	5-11	2.039737051502007	540	11310	7316	312548	1.8875670498639876	2022-10-15	Sep-Nov	Sep-Nov 2022
12-17	65-80	0.6976466105505797	1137	11310	45038	312548	0.6456002520299722	2022-10-15	Sep-Nov	Sep-Nov 2022
12-17	80+	0.3862423158872086	316	11310	22609	312548	0.3574275753803629	2022-10-15	Sep-Nov	Sep-Nov 2022
18-24	0-4	0.9056122465462642	287	27453	3608	312548	0.8380510788266907	2022-10-15	Sep-Nov	Sep-Nov 2022
18-24	12-17	1.0096369671976635	1003	27453	11310	312548	0.9343152688252485	2022-10-15	Sep-Nov	Sep-Nov 2022
18-24	18-24	2.0378502005385775	4914	27453	27453	312548	1.8858209631789657	2022-10-15	Sep-Nov	Sep-Nov 2022
18-24	25-64	0.9965102570710226	17087	27453	195214	312548	0.9221678474260452	2022-10-15	Sep-Nov	Sep-Nov 2022
18-24	5-11	0.7967520342984123	512	27453	7316	312548	0.7373121382220992	2022-10-15	Sep-Nov	Sep-Nov 2022
18-24	65-80	0.7290260953233149	2884	27453	45038	312548	0.6746387408170967	2022-10-15	Sep-Nov	Sep-Nov 2022
18-24	80+	0.3857219305183748	766	27453	22609	312548	0.35694601219322625	2022-10-15	Sep-Nov	Sep-Nov 2022
25-64	0-4	0.9798019616632218	2208	195214	3608	312548	0.9067060368716235	2022-10-15	Sep-Nov	Sep-Nov 2022
25-64	12-17	0.9719567902705736	6866	195214	11310	312548	0.8994461368710848	2022-10-15	Sep-Nov	Sep-Nov 2022
25-64	18-24	0.9965102570710226	17087	195214	27453	312548	0.9221678474260452	2022-10-15	Sep-Nov	Sep-Nov 2022
25-64	25-64	1.0806170046510317	131758	195214	195214	312548	1	2022-10-15	Sep-Nov	Sep-Nov 2022
25-64	5-11	0.9252669420512246	4228	195214	7316	312548	0.8562394799164067	2022-10-15	Sep-Nov	Sep-Nov 2022
25-64	65-80	0.8690294109277062	24446	195214	45038	312548	0.8041974234972784	2022-10-15	Sep-Nov	Sep-Nov 2022
25-64	80+	0.610494921026623	8621	195214	22609	312548	0.5649503185670974	2022-10-15	Sep-Nov	Sep-Nov 2022
5-11	0-4	2.273409834957612	192	7316	3608	312548	2.1038072001206145	2022-10-15	Sep-Nov	Sep-Nov 2022
5-11	12-17	2.039737051502007	540	7316	11310	312548	1.8875670498639876	2022-10-15	Sep-Nov	Sep-Nov 2022
5-11	18-24	0.7967520342984123	512	7316	27453	312548	0.7373121382220992	2022-10-15	Sep-Nov	Sep-Nov 2022
5-11	25-64	0.9252669420512246	4228	7316	195214	312548	0.8562394799164067	2022-10-15	Sep-Nov	Sep-Nov 2022
5-11	5-11	5.115327434555537	876	7316	7316	312548	4.73370991992436	2022-10-15	Sep-Nov	Sep-Nov 2022
5-11	65-80	0.740823868652948	781	7316	45038	312548	0.6855563677643454	2022-10-15	Sep-Nov	Sep-Nov 2022
5-11	80+	0.3533485288606479	187	7316	22609	312548	0.3269877554580554	2022-10-15	Sep-Nov	Sep-Nov 2022
65-80	0-4	0.8116775853433056	422	45038	3608	312548	0.7511242020529041	2022-10-15	Sep-Nov	Sep-Nov 2022
65-80	12-17	0.6976466105505797	1137	45038	11310	312548	0.6456002520299722	2022-10-15	Sep-Nov	Sep-Nov 2022
65-80	18-24	0.7290260953233149	2884	45038	27453	312548	0.6746387408170967	2022-10-15	Sep-Nov	Sep-Nov 2022
65-80	25-64	0.8690294109277062	24446	45038	195214	312548	0.8041974234972784	2022-10-15	Sep-Nov	Sep-Nov 2022
65-80	5-11	0.740823868652948	781	45038	7316	312548	0.6855563677643454	2022-10-15	Sep-Nov	Sep-Nov 2022
65-80	65-80	1.5537865872611036	10084	45038	45038	312548	1.4378698286011837	2022-10-15	Sep-Nov	Sep-Nov 2022
65-80	80+	1.6218813615062957	5284	45038	22609	312548	1.5008845451493305	2022-10-15	Sep-Nov	Sep-Nov 2022
80+	0-4	0.4866005252308624	127	22609	3608	312548	0.4502987859125929	2022-10-15	Sep-Nov	Sep-Nov 2022
80+	12-17	0.3862423158872086	316	22609	11310	312548	0.3574275753803629	2022-10-15	Sep-Nov	Sep-Nov 2022
80+	18-24	0.3857219305183748	766	22609	27453	312548	0.35694601219322625	2022-10-15	Sep-Nov	Sep-Nov 2022
80+	25-64	0.610494921026623	8621	22609	195214	312548	0.5649503185670974	2022-10-15	Sep-Nov	Sep-Nov 2022
80+	5-11	0.3533485288606479	187	22609	7316	312548	0.3269877554580554	2022-10-15	Sep-Nov	Sep-Nov 2022
80+	65-80	1.6218813615062957	5284	22609	45038	312548	1.5008845451493305	2022-10-15	Sep-Nov	Sep-Nov 2022
80+	80+	4.468405270176336	7308	22609	22609	312548	4.135049930682275	2022-10-15	Sep-Nov	Sep-Nov 2022
0-4	0-4	4.869915784956971	152	2687	2687	231320	4.498781672331035	2023-01-15	Dec-Feb	Dec-Feb 2023
0-4	12-17	1.0131379118497366	72	2687	6118	231320	0.9359271228986156	2023-01-15	Dec-Feb	Dec-Feb 2023
0-4	18-24	1.0386086030608273	215	2687	17821	231320	0.9594567040786464	2023-01-15	Dec-Feb	Dec-Feb 2023
0-4	25-64	1.001778581550189	1696	2687	145747	231320	0.9254334821010857	2023-01-15	Dec-Feb	Dec-Feb 2023
0-4	5-11	2.1005682397670573	121	2687	4959	231320	1.9404848699304968	2023-01-15	Dec-Feb	Dec-Feb 2023
0-4	65-80	0.8225023162469679	324	2687	33912	231320	0.7598197811164775	2023-01-15	Dec-Feb	Dec-Feb 2023
0-4	80+	0.4588303375346367	107	2687	20076	231320	0.42386308190101996	2023-01-15	Dec-Feb	Dec-Feb 2023
12-17	0-4	1.0131379118497366	72	6118	2687	231320	0.9359271228986156	2023-01-15	Dec-Feb	Dec-Feb 2023
12-17	12-17	3.97997284205012	644	6118	6118	231320	3.6766608846704205	2023-01-15	Dec-Feb	Dec-Feb 2023
12-17	18-24	1.1435638271908108	539	6118	17821	231320	1.0564133373308862	2023-01-15	Dec-Feb	Dec-Feb 2023
12-17	25-64	0.9494785824243305	3660	6118	145747	231320	0.877119242611127	2023-01-15	Dec-Feb	Dec-Feb 2023
12-17	5-11	2.6533152431830516	348	6118	4959	231320	2.451107270442038	2023-01-15	Dec-Feb	Dec-Feb 2023
12-17	65-80	0.7213642095098974	647	6118	33912	231320	0.6663893644410046	2023-01-15	Dec-Feb	Dec-Feb 2023
12-17	80+	0.3917327379234489	208	6118	20076	231320	0.3618789604670012	2023-01-15	Dec-Feb	Dec-Feb 2023
18-24	0-4	1.0386086030608273	215	17821	2687	231320	0.9594567040786464	2023-01-15	Dec-Feb	Dec-Feb 2023
18-24	12-17	1.1435638271908108	539	17821	6118	231320	1.0564133373308862	2023-01-15	Dec-Feb	Dec-Feb 2023
18-24	18-24	1.7611864704943345	2418	17821	17821	231320	1.6269672341135368	2023-01-15	Dec-Feb	Dec-Feb 2023
18-24	25-64	1.0239199875623426	11497	17821	145747	231320	0.9458875014241318	2023-01-15	Dec-Feb	Dec-Feb 2023
18-24	5-11	0.9527707019115583	364	17821	4959	231320	0.880160471138736	2023-01-15	Dec-Feb	Dec-Feb 2023
18-24	65-80	0.7819807774540293	2043	17821	33912	231320	0.7223863707442827	2023-01-15	Dec-Feb	Dec-Feb 2023
18-24	80+	0.4816817607037481	745	17821	20076	231320	0.4449730082897752	2023-01-15	Dec-Feb	Dec-Feb 2023
25-64	0-4	1.001778581550189	1696	145747	2687	231320	0.9254334821010857	2023-01-15	Dec-Feb	Dec-Feb 2023
25-64	12-17	0.9494785824243305	3660	145747	6118	231320	0.877119242611127	2023-01-15	Dec-Feb	Dec-Feb 2023
25-64	18-24	1.0239199875623426	11497	145747	17821	231320	0.9458875014241318	2023-01-15	Dec-Feb	Dec-Feb 2023
25-64	25-64	1.0824965823321746	99406	145747	145747	231320	1	2023-01-15	Dec-Feb	Dec-Feb 2023
25-64	5-11	0.9108656983131231	2846	145747	4959	231320	0.8414490291975953	2023-01-15	Dec-Feb	Dec-Feb 2023
25-64	65-80	0.8725211348776346	18643	145747	33912	231320	0.8060266878606116	2023-01-15	Dec-Feb	Dec-Feb 2023
25-64	80+	0.6323711807486523	7999	145747	20076	231320	0.5841784547589481	2023-01-15	Dec-Feb	Dec-Feb 2023
5-11	0-4	2.1005682397670573	121	4959	2687	231320	1.9404848699304968	2023-01-15	Dec-Feb	Dec-Feb 2023
5-11	12-17	2.6533152431830516	348	4959	6118	231320	2.451107270442038	2023-01-15	Dec-Feb	Dec-Feb 2023
5-11	18-24	0.9527707019115583	364	4959	17821	231320	0.880160471138736	2023-01-15	Dec-Feb	Dec-Feb 2023
5-11	25-64	0.9108656983131231	2846	4959	145747	231320	0.8414490291975953	2023-01-15	Dec-Feb	Dec-Feb 2023
5-11	5-11	5.982491436839962	636	4959	4959	231320	5.526568429390363	2023-01-15	Dec-Feb	Dec-Feb 2023
5-11	65-80	0.6795049495506941	494	4959	33912	231320	0.6277201800367268	2023-01-15	Dec-Feb	Dec-Feb 2023
5-11	80+	0.3485243772796264	150	4959	20076	231320	0.3219634897403106	2023-01-15	Dec-Feb	Dec-Feb 2023
65-80	0-4	0.8225023162469679	324	33912	2687	231320	0.7598197811164775	2023-01-15	Dec-Feb	Dec-Feb 2023
65-80	12-17	0.7213642095098974	647	33912	6118	231320	0.6663893644410046	2023-01-15	Dec-Feb	Dec-Feb 2023
65-80	18-24	0.7819807774540293	2043	33912	17821	231320	0.7223863707442827	2023-01-15	Dec-Feb	Dec-Feb 2023
65-80	25-64	0.8725211348776346	18643	33912	145747	231320	0.8060266878606116	2023-01-15	Dec-Feb	Dec-Feb 2023
65-80	5-11	0.6795049495506941	494	33912	4959	231320	0.6277201800367268	2023-01-15	Dec-Feb	Dec-Feb 2023
65-80	65-80	1.5085775489866755	7500	33912	33912	231320	1.393609525987172	2023-01-15	Dec-Feb	Dec-Feb 2023
65-80	80+	1.4477518471210673	4261	33912	20076	231320	1.3374193237654126	2023-01-15	Dec-Feb	Dec-Feb 2023
80+	0-4	0.4588303375346367	107	20076	2687	231320	0.42386308190101996	2023-01-15	Dec-Feb	Dec-Feb 2023
80+	12-17	0.3917327379234489	208	20076	6118	231320	0.3618789604670012	2023-01-15	Dec-Feb	Dec-Feb 2023
80+	18-24	0.4816817607037481	745	20076	17821	231320	0.4449730082897752	2023-01-15	Dec-Feb	Dec-Feb 2023
80+	25-64	0.6323711807486523	7999	20076	145747	231320	0.5841784547589481	2023-01-15	Dec-Feb	Dec-Feb 2023
80+	5-11	0.3485243772796264	150	20076	4959	231320	0.3219634897403106	2023-01-15	Dec-Feb	Dec-Feb 2023
80+	65-80	1.4477518471210673	4261	20076	33912	231320	1.3374193237654126	2023-01-15	Dec-Feb	Dec-Feb 2023
80+	80+	3.791380562688244	6606	20076	20076	231320	3.5024411389086696	2023-01-15	Dec-Feb	Dec-Feb 2023
0-4	0-4	10.630813295381413	70	627	627	59704	8.543531286442013	2023-04-15	Mar-May	Mar-May 2023
0-4	12-17	2.0886129490316927	22	627	1003	59704	1.6785291566612892	2023-04-15	Mar-May	Mar-May 2023
0-4	18-24	1.0580193055425253	34	627	3060	59704	0.8502849958327584	2023-04-15	Mar-May	Mar-May 2023
0-4	25-64	1.1294421837168787	337	627	28412	59704	0.9076845171389437	2023-04-15	Mar-May	Mar-May 2023
0-4	5-11	3.534431304541624	34	627	916	59704	2.840471710969695	2023-04-15	Mar-May	Mar-May 2023
0-4	65-80	0.6390225760749803	87	627	12964	59704	0.5135551927914362	2023-04-15	Mar-May	Mar-May 2023
0-4	80+	0.3218467450299585	43	627	12722	59704	0.258654503583239	2023-04-15	Mar-May	Mar-May 2023
12-17	0-4	2.0886129490316927	22	1003	627	59704	1.6785291566612892	2023-04-15	Mar-May	Mar-May 2023
12-17	12-17	9.258192521140467	156	1003	1003	59704	7.440414506633396	2023-04-15	Mar-May	Mar-May 2023
12-17	18-24	1.2060710026782397	62	1003	3060	59704	0.9692678310443735	2023-04-15	Mar-May	Mar-May 2023
12-17	25-64	1.135533600521819	542	1003	28412	59704	0.9125799290520076	2023-04-15	Mar-May	Mar-May 2023
12-17	5-11	3.6391099626883543	56	1003	916	59704	2.9245974844218448	2023-04-15	Mar-May	Mar-May 2023
12-17	65-80	0.5234417851044214	114	1003	12964	59704	0.4206678401184576	2023-04-15	Mar-May	Mar-May 2023
12-17	80+	0.2386258141155844	51	1003	12722	59704	0.19177339042676195	2023-04-15	Mar-May	Mar-May 2023
18-24	0-4	1.0580193055425253	34	3060	627	59704	0.8502849958327584	2023-04-15	Mar-May	Mar-May 2023
18-24	12-17	1.2060710026782397	62	3060	1003	59704	0.9692678310443735	2023-04-15	Mar-May	Mar-May 2023
18-24	18-24	2.690748109701397	422	3060	3060	59704	2.162439506783174	2023-04-15	Mar-May	Mar-May 2023
18-24	25-64	1.2141223698170431	1768	3060	28412	59704	0.9757383714572018	2023-04-15	Mar-May	Mar-May 2023
18-24	5-11	1.5762254901960784	74	3060	916	59704	1.2667452071449856	2023-04-15	Mar-May	Mar-May 2023
18-24	65-80	0.6321094564535678	420	3060	12964	59704	0.5079994133669106	2023-04-15	Mar-May	Mar-May 2023
18-24	80+	0.42942237367619057	280	3060	12722	59704	0.345108448682345	2023-04-15	Mar-May	Mar-May 2023
25-64	0-4	1.1294421837168787	337	28412	627	59704	0.9076845171389437	2023-04-15	Mar-May	Mar-May 2023
25-64	12-17	1.135533600521819	542	28412	1003	59704	0.9125799290520076	2023-04-15	Mar-May	Mar-May 2023
25-64	18-24	1.2141223698170431	1768	28412	3060	59704	0.9757383714572018	2023-04-15	Mar-May	Mar-May 2023
25-64	25-64	1.2443113905665413	16824	28412	28412	59704	1	2023-04-15	Mar-May	Mar-May 2023
25-64	5-11	0.9543320231257227	416	28412	916	59704	0.7669559487767853	2023-04-15	Mar-May	Mar-May 2023
25-64	65-80	0.8085167964021095	4988	28412	12964	59704	0.6497704694594073	2023-04-15	Mar-May	Mar-May 2023
25-64	80+	0.5842265550781378	3537	28412	12722	59704	0.4695179675339438	2023-04-15	Mar-May	Mar-May 2023
5-11	0-4	3.534431304541624	34	916	627	59704	2.840471710969695	2023-04-15	Mar-May	Mar-May 2023
5-11	12-17	3.6391099626883543	56	916	1003	59704	2.9245974844218448	2023-04-15	Mar-May	Mar-May 2023
5-11	18-24	1.5762254901960784	74	916	3060	59704	1.2667452071449856	2023-04-15	Mar-May	Mar-May 2023
5-11	25-64	0.9543320231257227	416	916	28412	59704	0.7669559487767853	2023-04-15	Mar-May	Mar-May 2023
5-11	5-11	13.661983228771382	192	916	916	59704	10.979553295378105	2023-04-15	Mar-May	Mar-May 2023
5-11	65-80	0.47763111889289656	95	916	12964	59704	0.38385176131468884	2023-04-15	Mar-May	Mar-May 2023
5-11	80+	0.25104339077717724	49	916	12722	59704	0.20175286723275587	2023-04-15	Mar-May	Mar-May 2023
65-80	0-4	0.6390225760749803	87	12964	627	59704	0.5135551927914362	2023-04-15	Mar-May	Mar-May 2023
65-80	12-17	0.5234417851044214	114	12964	1003	59704	0.4206678401184576	2023-04-15	Mar-May	Mar-May 2023
65-80	18-24	0.6321094564535678	420	12964	3060	59704	0.5079994133669106	2023-04-15	Mar-May	Mar-May 2023
65-80	25-64	0.8085167964021095	4988	12964	28412	59704	0.6497704694594073	2023-04-15	Mar-May	Mar-May 2023
65-80	5-11	0.47763111889289656	95	12964	916	59704	0.38385176131468884	2023-04-15	Mar-May	Mar-May 2023
65-80	65-80	1.3442390688438142	3784	12964	12964	59704	1.080307613540189	2023-04-15	Mar-May	Mar-May 2023
65-80	80+	1.2583132938827466	3476	12964	12722	59704	1.0112527325735001	2023-04-15	Mar-May	Mar-May 2023
80+	0-4	0.3218467450299585	43	12722	627	59704	0.258654503583239	2023-04-15	Mar-May	Mar-May 2023
80+	12-17	0.2386258141155844	51	12722	1003	59704	0.19177339042676195	2023-04-15	Mar-May	Mar-May 2023
80+	18-24	0.42942237367619057	280	12722	3060	59704	0.345108448682345	2023-04-15	Mar-May	Mar-May 2023
80+	25-64	0.5842265550781378	3537	12722	28412	59704	0.4695179675339438	2023-04-15	Mar-May	Mar-May 2023
80+	5-11	0.25104339077717724	49	12722	916	59704	0.20175286723275587	2023-04-15	Mar-May	Mar-May 2023
80+	65-80	1.2583132938827466	3476	12722	12964	59704	1.0112527325735001	2023-04-15	Mar-May	Mar-May 2023
80+	80+	1.9499335258103458	5286	12722	12722	59704	1.567078418306957	2023-04-15	Mar-May	Mar-May 2023
0-4	0-4	8.411937645857037	42	347	347	24116	6.519429186983983	2023-07-15	Jun-Aug	Jun-Aug 2023
0-4	12-17	1.7684185054007084	10	347	393	24116	1.370561659428153	2023-07-15	Jun-Aug	Jun-Aug 2023
0-4	18-24	1.1131404879066893	23	347	1436	24116	0.8627073679803875	2023-07-15	Jun-Aug	Jun-Aug 2023
0-4	25-64	1.060113239266912	156	347	10227	24116	0.8216101312863083	2023-07-15	Jun-Aug	Jun-Aug 2023
0-4	5-11	4.379369152421933	23	347	365	24116	3.3941035079995516	2023-07-15	Jun-Aug	Jun-Aug 2023
0-4	65-80	0.554638549518326	46	347	5764	24116	0.4298565800398099	2023-07-15	Jun-Aug	Jun-Aug 2023
0-4	80+	0.5849633163505445	47	347	5584	24116	0.4533589142578742	2023-07-15	Jun-Aug	Jun-Aug 2023
12-17	0-4	1.7684185054007084	10	393	347	24116	1.370561659428153	2023-07-15	Jun-Aug	Jun-Aug 2023
12-17	12-17	12.179094717350063	78	393	393	24116	9.439055413165134	2023-07-15	Jun-Aug	Jun-Aug 2023
12-17	18-24	1.6665692090695812	39	393	1436	24116	1.2916263055145445	2023-07-15	Jun-Aug	Jun-Aug 2023
12-17	25-64	0.97202983371612	162	393	10227	24116	0.7533436332197653	2023-07-15	Jun-Aug	Jun-Aug 2023
12-17	5-11	5.379852905294713	32	393	365	24116	4.169499529009586	2023-07-15	Jun-Aug	Jun-Aug 2023
12-17	65-80	0.5748874738881149	54	393	5764	24116	0.4455499237257857	2023-07-15	Jun-Aug	Jun-Aug 2023
12-17	80+	0.19780661942153882	18	393	5584	24116	0.15330430423132618	2023-07-15	Jun-Aug	Jun-Aug 2023
18-24	0-4	1.1131404879066893	23	1436	347	24116	0.8627073679803875	2023-07-15	Jun-Aug	Jun-Aug 2023
18-24	12-17	1.6665692090695812	39	1436	393	24116	1.2916263055145445	2023-07-15	Jun-Aug	Jun-Aug 2023
18-24	18-24	4.701349015758723	402	1436	1436	24116	3.6436446966093863	2023-07-15	Jun-Aug	Jun-Aug 2023
18-24	25-64	1.0033300485660739	611	1436	10227	24116	0.777601960235796	2023-07-15	Jun-Aug	Jun-Aug 2023
18-24	5-11	0.6441504178272981	14	1436	365	24116	0.4992301668878284	2023-07-15	Jun-Aug	Jun-Aug 2023
18-24	65-80	0.5506666341271054	189	1436	5764	24116	0.4267782617949632	2023-07-15	Jun-Aug	Jun-Aug 2023
18-24	80+	0.47518489456545165	158	1436	5584	24116	0.36827832079445755	2023-07-15	Jun-Aug	Jun-Aug 2023
25-64	0-4	1.060113239266912	156	10227	347	24116	0.8216101312863083	2023-07-15	Jun-Aug	Jun-Aug 2023
25-64	12-17	0.97202983371612	162	10227	393	24116	0.7533436332197653	2023-07-15	Jun-Aug	Jun-Aug 2023
25-64	18-24	1.0033300485660739	611	10227	1436	24116	0.777601960235796	2023-07-15	Jun-Aug	Jun-Aug 2023
25-64	25-64	1.2902874476574484	5596	10227	10227	24116	1	2023-07-15	Jun-Aug	Jun-Aug 2023
25-64	5-11	1.2533315652496548	194	10227	365	24116	0.9713584112789069	2023-07-15	Jun-Aug	Jun-Aug 2023
25-64	65-80	0.8206613584335107	2006	10227	5764	24116	0.6360298706489345	2023-07-15	Jun-Aug	Jun-Aug 2023
25-64	80+	0.6342807839409306	1502	10227	5584	24116	0.4915809923536685	2023-07-15	Jun-Aug	Jun-Aug 2023
5-11	0-4	4.379369152421933	23	365	347	24116	3.3941035079995516	2023-07-15	Jun-Aug	Jun-Aug 2023
5-11	12-17	5.379852905294713	32	365	393	24116	4.169499529009586	2023-07-15	Jun-Aug	Jun-Aug 2023
5-11	18-24	0.6441504178272981	14	365	1436	24116	0.4992301668878284	2023-07-15	Jun-Aug	Jun-Aug 2023
5-11	25-64	1.2533315652496548	194	365	10227	24116	0.9713584112789069	2023-07-15	Jun-Aug	Jun-Aug 2023
5-11	5-11	9.41289547757553	52	365	365	24116	7.295192629103612	2023-07-15	Jun-Aug	Jun-Aug 2023
5-11	65-80	0.42412185221450094	37	365	5764	24116	0.3287033854235392	2023-07-15	Jun-Aug	Jun-Aug 2023
5-11	80+	0.15381962161949994	13	365	5584	24116	0.11921345270680855	2023-07-15	Jun-Aug	Jun-Aug 2023
65-80	0-4	0.554638549518326	46	5764	347	24116	0.4298565800398099	2023-07-15	Jun-Aug	Jun-Aug 2023
65-80	12-17	0.5748874738881149	54	5764	393	24116	0.4455499237257857	2023-07-15	Jun-Aug	Jun-Aug 2023
65-80	18-24	0.5506666341271054	189	5764	1436	24116	0.4267782617949632	2023-07-15	Jun-Aug	Jun-Aug 2023
65-80	25-64	0.8206613584335107	2006	5764	10227	24116	0.6360298706489345	2023-07-15	Jun-Aug	Jun-Aug 2023
65-80	5-11	0.42412185221450094	37	5764	365	24116	0.3287033854235392	2023-07-15	Jun-Aug	Jun-Aug 2023
65-80	65-80	1.380599948903939	1902	5764	5764	24116	1.0699940942698118	2023-07-15	Jun-Aug	Jun-Aug 2023
65-80	80+	1.1463766618314646	1530	5764	5584	24116	0.8884661041326429	2023-07-15	Jun-Aug	Jun-Aug 2023
80+	0-4	0.5849633163505445	47	5584	347	24116	0.4533589142578742	2023-07-15	Jun-Aug	Jun-Aug 2023
80+	12-17	0.19780661942153882	18	5584	393	24116	0.15330430423132618	2023-07-15	Jun-Aug	Jun-Aug 2023
80+	18-24	0.47518489456545165	158	5584	1436	24116	0.36827832079445755	2023-07-15	Jun-Aug	Jun-Aug 2023
80+	25-64	0.6342807839409306	1502	5584	10227	24116	0.4915809923536685	2023-07-15	Jun-Aug	Jun-Aug 2023
80+	5-11	0.15381962161949994	13	5584	365	24116	0.11921345270680855	2023-07-15	Jun-Aug	Jun-Aug 2023
80+	65-80	1.1463766618314646	1530	5584	5764	24116	0.8884661041326429	2023-07-15	Jun-Aug	Jun-Aug 2023
80+	80+	1.7912368651016823	2316	5584	5584	24116	1.3882463697168574	2023-07-15	Jun-Aug	Jun-Aug 2023
0-4	0-4	2.190440542385916	2092	41480	41480	1801554	2.1261239901962172	2021-04-15	Mar-May	Mar-May 2021
0-4	12-17	1.0008829180408951	3415	41480	148189	1801554	0.9714946113563243	2021-04-15	Mar-May	Mar-May 2021
0-4	18-24	0.8486131962425489	5005	41480	256155	1801554	0.8236958913128519	2021-04-15	Mar-May	Mar-May 2021
0-4	25-64	0.9634284738366148	24685	41480	1112813	1801554	0.935139918854401	2021-04-15	Mar-May	Mar-May 2021
0-4	5-11	1.3404444490617045	3099	41480	100411	1801554	1.3010858069542304	2021-04-15	Mar-May	Mar-May 2021
0-4	65-80	0.9674657295628643	2491	41480	111827	1801554	0.9390586311353499	2021-04-15	Mar-May	Mar-May 2021
0-4	80+	0.9810713020440639	693	41480	30679	1801554	0.9522647115985627	2021-04-15	Mar-May	Mar-May 2021
12-17	0-4	1.0008829180408951	3415	148189	41480	1801554	0.9714946113563243	2021-04-15	Mar-May	Mar-May 2021
12-17	12-17	1.5160632361223298	18480	148189	148189	1801554	1.4715480080838936	2021-04-15	Mar-May	Mar-May 2021
12-17	18-24	0.9061553355686588	19093	148189	256155	1801554	0.8795484563567749	2021-04-15	Mar-May	Mar-May 2021
12-17	25-64	0.9562272001759464	87529	148189	1112813	1801554	0.9281500917426192	2021-04-15	Mar-May	Mar-May 2021
12-17	5-11	1.102134424117166	9103	148189	100411	1801554	1.0697731320222053	2021-04-15	Mar-May	Mar-May 2021
12-17	65-80	0.92515436628506	8510	148189	111827	1801554	0.8979896302736056	2021-04-15	Mar-May	Mar-May 2021
12-17	80+	0.8159179060137327	2059	148189	30679	1801554	0.7919606126888559	2021-04-15	Mar-May	Mar-May 2021
18-24	0-4	0.8486131962425489	5005	256155	41480	1801554	0.8236958913128519	2021-04-15	Mar-May	Mar-May 2021
