x	y	same_state	trips_xy	RR_trips	RR_air_db1b	pass_xy_db1b	RR_air_t100	pass_xy_t100	RR_move	n_move_avg	euclid_dist	min_cbsa_dist	RR_seq	N_pairs	N_x	N_y	N_total	zlog_RR_trips	zlog_RR_air_t100	zlog_RR_air_db1b	zlog_RR_move	bea_reg_x	bea_reg_y	flight_type	fitted	residual	standardized_residual	studentized_residual	cooks_distance	leverage	predicted_RR	is_outlier_residual	is_influential	is_anomaly	anomaly_type
Minnesota	Rhode Island	FALSE	153090	0.00717413582524317	0.320558577242898	399	0.355369883560199	31502	0.0345037870551263	594.125124551398	1883.75019507164	1630.96	0.160408651062685	1233	1230766	225715	36141038	-0.00942588186994485	0.501561529114304	-0.538160482913463	-0.853275814583183	Plains	New England	Inter-regional	-0.16396210921795	-0.630810104094055	-3.18959618060555	-3.1961212258543	0.00371489910272293	0.00218613211139535	0.685548035681564	TRUE	TRUE	TRUE	Depleted
Rhode Island	Minnesota	FALSE	153090	0.00717413582524317	0.320558577242898	399	0.355369883560199	31502	0.0340052904461421	594.125124551398	1883.75019507164	1630.96	0.160408651062685	1233	225715	1230766	36141038	-0.00942588186994485	0.501561529114304	-0.538160482913463	-0.8609691405296	New England	Plains	Inter-regional	-0.164114633834552	-0.630657579477453	-3.18888736641135	-3.19540773660576	0.0037797280781682	0.00222518429097477	0.685307312862121	TRUE	TRUE	TRUE	Depleted
Wyoming	Maine	FALSE	9034	0.00310803230631358	1.07153685275948	67	0.000827038998954335	2	0.244622403323423	500.150103430774	3037.66971231332	2790.23	0.101869069656297	150	402159	132328	36141038	-0.385548692673173	-1.26410344129471	0.488981616805454	0.471804497143178	Rocky Mountain	New England	Inter-regional	-0.37832408233068	-0.613633577791343	-3.10704518142302	-3.11304015088041	0.00799706117228137	0.00494576281055934	0.418481166566729	TRUE	TRUE	TRUE	Depleted
Maine	Wyoming	FALSE	9034	0.00310803230631358	1.07153685275948	67	0.000827038998954335	2	0.220505895149631	500.150103430774	3037.66971231332	2790.23	0.101869069656297	150	132328	402159	36141038	-0.385548692673173	-1.26410344129471	0.488981616805454	0.391591794095474	New England	Rocky Mountain	Inter-regional	-0.379914345354006	-0.612043314768017	-3.09820938364614	-3.1041493206886	0.00713854075140613	0.00444227673123176	0.416951609522844	TRUE	TRUE	TRUE	Depleted
Wyoming	Iowa	FALSE	59613	0.0088350617400916	1.2001658124036	142	0.000526851540395308	2	0.541070443557497	2560.98362800328	1154.81069578891	703.77	0.209344013491584	348	402159	149390	36141038	0.0843042990760738	-1.39472633708138	0.585483522948816	1.10279380521804	Rocky Mountain	Plains	Inter-regional	-0.0793390314831333	-0.599800422419041	-3.0360082329826	-3.04156992808087	0.00662435847188281	0.00429358919879547	0.83303062633249	TRUE	TRUE	TRUE	Depleted
Iowa	Wyoming	FALSE	59613	0.0088350617400916	1.2001658124036	142	0.000526851540395308	2	0.526853898718652	2560.98362800328	1154.81069578891	703.77	0.209344013491584	348	149390	402159	36141038	0.0843042990760738	-1.39472633708138	0.585483522948816	1.08124266888619	Plains	Rocky Mountain	Inter-regional	-0.0797662951697692	-0.599373158732405	-3.03365373052352	-3.03920142084596	0.00641929494737047	0.00416766487261541	0.832211484648979	TRUE	TRUE	TRUE	Depleted
Idaho	Vermont	FALSE	6209	0.0017521727527881	0.727288019485038	71	0.0004738793258501	2	0.0955876533044653	295.491505351944	3306.24031816624	2946.18	0.090367938851561	102	158333	257641	36141038	-0.642648624489498	-1.4253637819928	0.159113199497705	-0.223220788067412	Rocky Mountain	New England	Inter-regional	-0.461792080737869	-0.582193542432398	-2.94478068137954	-2.94981614926545	0.00415747102830499	0.00286831660532642	0.34530901708044	FALSE	TRUE	TRUE	Influential
Vermont	Idaho	FALSE	6209	0.0017521727527881	0.727288019485038	71	0.0004738793258501	2	0.0937190362351369	295.491505351944	3306.24031816624	2946.18	0.090367938851561	102	257641	158333	36141038	-0.642648624489498	-1.4253637819928	0.159113199497705	-0.236890400062188	New England	Rocky Mountain	Inter-regional	-0.462063088666446	-0.581922534503821	-2.94337417541939	-2.94840179105283	0.00411834813290504	0.00284411016542421	0.345093604973895	FALSE	TRUE	TRUE	Influential
Wyoming	Illinois	FALSE	141047	0.00511934310080424	1.02139368316005	1341	2.06401016928376	158099	0.200287364594175	4058.90262085399	1559.6537863186	1127.07	0.206829595187214	1363	402159	592224	36141038	-0.161246818596613	1.01428936946475	0.44818541456369	0.317887302984842	Rocky Mountain	Great Lakes	Inter-regional	-0.105103455134344	-0.579283862924959	-2.93127400870397	-2.9362343947647	0.00530653815523986	0.00369184443491248	0.785048602569928	FALSE	TRUE	TRUE	Influential
Illinois	Wyoming	FALSE	141047	0.00511934310080424	1.02139368316005	1341	2.06401016928376	158099	0.191330086577771	4058.90262085399	1559.6537863186	1127.07	0.206829595187214	1363	592224	402159	36141038	-0.161246818596613	1.01428936946475	0.44818541456369	0.28304641282968	Great Lakes	Rocky Mountain	Inter-regional	-0.10579419584259	-0.578593122216713	-2.92744274785086	-2.93238196760833	0.00496364724516629	0.00346312933473321	0.783800983625854	FALSE	TRUE	TRUE	Influential
Wyoming	Washington	FALSE	132412	0.00964688181068606	0.940402291985536	860	0.0861274088057225	3760	0.296920579787096	3582.83152680997	1120.7133756887	565.23	0.256644262416445	2692	402159	942641	36141038	0.123878086236643	0.0884921235549949	0.377860711568581	0.623201705518835	Rocky Mountain	Far West	Inter-regional	-0.0200868549795746	-0.570581585477728	-2.88484137613357	-2.88954911814115	0.00282848713686482	0.00203505835282091	0.954801615213955	FALSE	TRUE	TRUE	Influential
Washington	Wyoming	FALSE	132412	0.00964688181068606	0.940402291985536	860	0.0861274088057225	3760	0.279912568006776	3582.83152680997	1120.7133756887	565.23	0.256644262416445	2692	942641	402159	36141038	0.123878086236642	0.0884921235549949	0.377860711568581	0.576894321801175	Far West	Rocky Mountain	Inter-regional	-0.0210049255249513	-0.569663514932351	-2.87989914934961	-2.8845804954264	0.00252979801682458	0.00182678925741948	0.952785358004091	FALSE	TRUE	TRUE	Influential
Michigan	Vermont	FALSE	135944	0.00819282524141272	0.593013522701487	264	3.17253949924266	105584	0.104838570209187	1894.43660383835	1013.00830954387	819.29	0.246706423349211	1283	729511	257641	36141038	0.0503329629752472	1.1395776892004	-0.0146155372810653	-0.158641972088923	Great Lakes	New England	Inter-regional	-0.0402238736183601	-0.567595669276171	-2.8687272860759	-2.87334931287368	0.00182263228653722	0.0013270737462078	0.91154082981352	FALSE	TRUE	TRUE	Influential
Vermont	Michigan	FALSE	135944	0.00819282524141272	0.593013522701487	264	3.17253949924266	105584	0.103732162744593	1894.43660383835	1013.00830954387	819.29	0.246706423349211	1283	257641	729511	36141038	0.0503329629752472	1.1395776892004	-0.0146155372810653	-0.166109239592445	New England	Great Lakes	Inter-regional	-0.0403719164961705	-0.56744762639836	-2.86796827754518	-2.87258629172868	0.00181135442945485	0.00131957032574754	0.911230155523505	FALSE	TRUE	TRUE	Influential
Wyoming	Texas	FALSE	356680	0.00624594858004135	1.08066250089326	3203	1.13693208459941	155418	0.201804207981425	9464.84853186572	1472.90992683696	652.75	0.248086008164814	4284	402159	1551851	36141038	-0.0717700110755647	0.840493813237438	0.496200416581259	0.323646850661078	Rocky Mountain	Southwest	Inter-regional	-0.047851897082122	-0.557545831786204	-2.81975183486239	-2.82411947539478	0.00347379362860999	0.00261454739161399	0.895670154526621	FALSE	TRUE	TRUE	Influential
Montana	Michigan	FALSE	80584	0.00246786943761648	0.6516297125685	1436	0.0522569425216534	6050	0.0995221382554153	2669.65282666274	1900.38877877486	1574.71	0.153488865188874	459	148151	729511	36141038	-0.489089777370763	-0.057122955508773	0.0656144143841512	-0.195145981615447	Rocky Mountain	Great Lakes	Inter-regional	-0.255935668299858	-0.557987456528175	-2.81958241913208	-2.82394919557197	0.00121195185182033	0.000913839596715379	0.554707875313872	FALSE	FALSE	FALSE	Normal
Michigan	Montana	FALSE	80584	0.00246786943761648	0.6516297125685	1436	0.0522569425216534	6050	0.0993840998222687	2669.65282666274	1900.38877877486	1574.71	0.153488865188874	459	729511	148151	36141038	-0.489089777370763	-0.057122955508773	0.0656144143841512	-0.196115245199548	Great Lakes	Rocky Mountain	Inter-regional	-0.255954884508502	-0.557968240319531	-2.81948221892555	-2.82384848435285	0.00120895125301751	0.000911643873025117	0.554683331722153	FALSE	FALSE	FALSE	Normal
Texas	Wyoming	FALSE	356680	0.00624594858004134	1.08066250089326	3203	1.13693208459941	155418	0.196702826614989	9464.84853186572	1472.90992683696	652.75	0.248086008164814	4284	1551851	402159	36141038	-0.0717700110755647	0.840493813237438	0.496200416581259	0.304117572926566	Southwest	Rocky Mountain	Inter-regional	-0.0482390762579064	-0.55715865261042	-2.81765542870912	-2.82201238433348	0.00333843116409449	0.00251665431428144	0.894872008773032	FALSE	TRUE	TRUE	Influential
Wyoming	California	FALSE	381170	0.00404694136525393	1.25153980657132	5454	0.351825717819505	59278	0.117202831718284	7463.51992104012	1200.71040164257	787.27	0.212347435572553	13164	402159	5571135	36141038	-0.266939423373517	0.4986403001918	0.621163635031759	-0.0794201517768799	Rocky Mountain	Far West	Inter-regional	-0.117371623973426	-0.555581355453418	-2.80790109940172	-2.81220855823216	0.00164892658102675	0.00125326908360173	0.763182452055831	FALSE	FALSE	FALSE	Normal
California	Wyoming	FALSE	381170	0.00404694136525393	1.25153980657132	5454	0.351825717819505	59278	0.111980519695282	7463.51992104012	1200.71040164257	787.27	0.212347435572553	13164	5571135	402159	36141038	-0.266939423373517	0.4986403001918	0.621163635031759	-0.111974497129235	Far West	Rocky Mountain	Inter-regional	-0.118017032614394	-0.554935946812449	-2.8045511093264	-2.80884165211129	0.00156253179052632	0.00119051823323488	0.762049122601269	FALSE	FALSE	FALSE	Normal
Massachusetts	Minnesota	FALSE	877801	0.00721851411626166	0.736016877968899	7758	1.15871794957513	882419	0.0381291166968367	4334.3218532758	1840.42331131914	1458.82	0.208764471513507	12129	1706057	1230766	36141038	-0.00665063046050758	0.846025697168096	0.16926829541579	-0.799349980703716	New England	Plains	Inter-regional	-0.134731022206907	-0.545612387382978	-2.7583725665899	-2.76243421769726	0.0023783014235615	0.00187196855355124	0.733278544384804	FALSE	TRUE	TRUE	Influential
Minnesota	Massachusetts	FALSE	877801	0.00721851411626166	0.736016877968899	7758	1.15871794957513	882419	0.0375956072578853	4334.3218532758	1840.42331131914	1458.82	0.208764471513507	12129	1230766	1706057	36141038	-0.00665063046050758	0.846025697168096	0.16926829541579	-0.807071807957597	Plains	New England	Inter-regional	-0.134884111878341	-0.545459297711545	-2.75764201165068	-2.76170010553597	0.00241700967958335	0.00190338415474827	0.733020107787158	FALSE	TRUE	TRUE	Influential
West Virginia	Oklahoma	FALSE	41196	0.00201237236443348	2.05940783261159	130	0.240408413411489	909	0.10351027651274	2105.10363336278	1531.4866708012	1089.22	2.11670753232608	900	152824	100552	36141038	-0.580604754356678	0.387659052779783	1.04513432685875	-0.167614799192176	Southeast	Southwest	Inter-regional	-0.212090759194092	0.537751614439976	2.7185142976582	2.72238474789622	0.00220320559962064	0.00178552894833191	0.613633754111442	FALSE	TRUE	TRUE	Influential
Oklahoma	West Virginia	FALSE	41196	0.00201237236443348	2.05940783261159	130	0.240408413411489	909	0.108007339455203	2105.10363336278	1531.4866708012	1089.22	2.11670753232608	900	100552	152824	36141038	-0.580604754356678	0.387659052779783	1.04513432685875	-0.13761574675522	Southwest	Southeast	Inter-regional	-0.211496010706475	0.537156865952359	2.71564999848043	2.71950693321085	0.00232766663236739	0.0018901782807447	0.614474676052375	FALSE	TRUE	TRUE	Influential
Wyoming	Idaho	FALSE	2357392	0.581687858524571	0.587239821945574	88	0.129726218836776	541	2.12092764347999	5727.94028166379	587.352378229669	82.63	0.792917120053752	1397	402159	158333	36141038	1.97097947125679	0.207864596688853	-0.0229431415634914	2.22745790598968	Rocky Mountain	Rocky Mountain	Intra-regional	0.417093539194582	-0.517865744291113	-2.62481841181926	-2.62826210873325	0.00806731741984566	0.00697656054976573	2.61272402741127	FALSE	TRUE	TRUE	Influential
Wyoming	Utah	FALSE	2090347	0.283269262688984	1.29002480485567	720	14.1616939015894	303489	1.43791683739766	7448.26155121984	535.846712016937	82.2	0.74730084315077	5270	402159	633750	36141038	1.64668503339312	1.57558738477328	0.646945408390396	1.90474433803138	Rocky Mountain	Rocky Mountain	Intra-regional	0.388573886740791	-0.515078414486602	-2.62128901360815	-2.62471724728593	0.0174279339189214	0.0149902157919253	2.44666149240713	FALSE	TRUE	TRUE	Influential
Idaho	Wyoming	FALSE	2357392	0.581687858524571	0.587239821945574	88	0.129726218836776	541	2.00257702891432	5727.94028166379	587.352378229669	82.63	0.792917120053752	1397	158333	402159	36141038	1.97097947125679	0.207864596688853	-0.0229431415634914	2.17969503721969	Rocky Mountain	Rocky Mountain	Intra-regional	0.416146612819994	-0.516918817916525	-2.61956979974842	-2.6229905169811	0.00764029525744552	0.00663605285461622	2.60703350597349	FALSE	TRUE	TRUE	Influential
Utah	Wyoming	FALSE	2090347	0.283269262688984	1.29002480485567	720	14.1616939015894	303489	1.3973449385874	7448.26155121984	535.846712016937	82.2	0.74730084315077	5270	633750	402159	36141038	1.64668503339312	1.57558738477328	0.646945408390396	1.88104028901587	Rocky Mountain	Rocky Mountain	Intra-regional	0.388103940320584	-0.514608468066395	-2.61864321052119	-2.62205988099674	0.017167543413758	0.0147989737680181	2.44401541241381	FALSE	TRUE	TRUE	Influential
New Hampshire	Michigan	FALSE	135118	0.00292624913095292	0.351268940583336	179	2.75462827718122	122412	0.0635270183747913	2583.57651692622	1104.81192857793	892.91	0.218107971247248	444	100851	729511	36141038	-0.412614462953884	1.09841062782018	-0.460304094319241	-0.495613423872889	New England	Great Lakes	Inter-regional	-0.144472071073832	-0.516856390787028	-2.61286802637209	-2.61625954251483	0.00202314156466121	0.00177488845677623	0.717014484388012	FALSE	TRUE	TRUE	Influential
Michigan	New Hampshire	FALSE	135118	0.00292624913095292	0.351268940583336	179	2.75462827718122	122412	0.0616334495438957	2583.57651692622	1104.81192857793	892.91	0.218107971247248	444	729511	100851	36141038	-0.412614462953884	1.09841062782018	-0.460304094319241	-0.514834726525151	Great Lakes	New England	Inter-regional	-0.144853144466283	-0.516475317394577	-2.61092355381681	-2.61430662698871	0.0020044126578092	0.00176110221575266	0.716385613166262	FALSE	TRUE	TRUE	Influential
Wyoming	West Virginia	FALSE	10160	0.00288328781753416	0.636403677040314	10	0.00288717758143603	2	0.234205148943483	631.332849864771	2306.59327017996	1908.28	0.162300683511435	276	402159	152824	36141038	-0.41925564163691	-0.900745317439054	0.045489891112766	0.43809153182038	Rocky Mountain	Southeast	Inter-regional	-0.28914673054678	-0.500532920639806	-2.53199483764724	-2.5350462806534	0.00329371391551947	0.00307308670494446	0.513870006350997	FALSE	TRUE	TRUE	Influential
West Virginia	Wyoming	FALSE	10160	0.00288328781753416	0.636403677040314	10	0.00288717758143603	2	0.221771738737183	631.332849864771	2306.59327017996	1908.28	0.162300683511435	276	152824	402159	36141038	-0.41925564163691	-0.900745317439054	0.045489891112766	0.395998056941977	Southeast	Rocky Mountain	Inter-regional	-0.289981257923106	-0.49969839326348	-2.52746169821732	-2.53049474406021	0.00301865039139906	0.00282725708456726	0.512883517118319	FALSE	TRUE	TRUE	Influential
Colorado	Minnesota	FALSE	2256851	0.0229881194947804	1.30200018506889	22629	1.1388437719584	1743720	0.14237524859743	13210.2729632459	1223.25925929825	599.32	0.37058179114931	22170	1756737	1230766	36141038	0.514954877003964	0.84098345490318	0.65481121689192	0.0619098375901109	Rocky Mountain	Plains	Inter-regional	0.0651201876881687	-0.496236111608842	-2.50768105236948	-2.51063463531643	0.00107255022276491	0.00102230405322002	1.16177008037264	FALSE	FALSE	FALSE	Normal
Minnesota	Colorado	FALSE	2256851	0.0229881194947804	1.30200018506889	22629	1.1388437719584	1743720	0.136851337266217	13210.2729632459	1223.25925929825	599.32	0.37058179114931	22170	1230766	1756737	36141038	0.514954877003964	0.84098345490318	0.65481121689192	0.0328683853010982	Plains	Rocky Mountain	Inter-regional	0.064544424174858	-0.495660348095532	-2.50480524222892	-2.50774738237572	0.00109830421067472	0.00104922845128442	1.16023089060987	FALSE	FALSE	FALSE	Normal
West Virginia	Mississippi	FALSE	68381	0.00348021391713706	2.9099066781417	51	0.0511136633705343	53	0.164544446288362	2500.38898251263	1047.06158167284	659.89	2.27969126786598	646	152824	67014	36141038	-0.334740002487573	-0.0635695686970846	1.33942959615452	0.169303096773419	Southeast	Southeast	Intra-regional	-0.131237819246811	0.489113854957413	2.47266014984896	2.47547627034517	0.0018441883707344	0.00180651844264252	0.739200378780894	FALSE	TRUE	TRUE	Influential
Mississippi	West Virginia	FALSE	68381	0.00348021391713706	2.9099066781417	51	0.0511136633705343	53	0.170358732970221	2500.38898251263	1047.06158167284	659.89	2.27969126786598	646	67014	152824	36141038	-0.334740002487573	-0.0635695686970846	1.33942959615452	0.195335206290408	Southeast	Southeast	Intra-regional	-0.130721717686695	0.488597753397297	2.47015914516001	2.47296560523361	0.00192962534515223	0.00189387406745502	0.740079342841159	FALSE	TRUE	TRUE	Influential
Wyoming	Connecticut	FALSE	20339	0.00233332442966958	0.875553707747356	160	0.000365752408594931	2	0.129311785839875	729.306871439417	2847.27327314842	2598.73	0.130065736014409	676	402159	467075	36141038	-0.514242863069964	-1.5001250420871	0.317040040638589	-0.00846372700513104	Rocky Mountain	New England	Inter-regional	-0.401875994023759	-0.483961103109876	-2.44764614866939	-2.45036658058413	0.00265369614437561	0.00265065061486913	0.396391201387224	FALSE	TRUE	TRUE	Influential
Minnesota	Vermont	FALSE	28595	0.00311956863491787	0.899215299074174	354	6.44883955965322e-05	2	0.109834879151523	1098.34475978852	1708.47676349366	1441.79	0.170734767935957	1498	1230766	257641	36141038	-0.383884675972616	-1.99150745418623	0.339738571797168	-0.125724277889715	Plains	New England	Inter-regional	-0.283940139561079	-0.483737891841954	-2.44743910855162	-2.45015875706005	0.00340773503109412	0.00340183590730297	0.520067674473656	FALSE	TRUE	TRUE	Influential
Vermont	Minnesota	FALSE	28595	0.00311956863491787	0.899215299074174	354	6.44883955965322e-05	2	0.109068875229027	1098.34475978852	1708.47676349366	1441.79	0.170734767935957	1498	257641	1230766	36141038	-0.383884675972616	-1.99150745418623	0.339738571797168	-0.130688049106801	New England	Plains	Inter-regional	-0.284038549183531	-0.483639482219502	-2.44695650470819	-2.44967432766829	0.00341890768596217	0.0034142929378421	0.519949842294115	FALSE	TRUE	TRUE	Influential
Connecticut	Wyoming	FALSE	20339	0.00233332442966958	0.875553707747356	160	0.000365752408594931	2	0.121228133805345	729.306871439417	2847.27327314842	2598.73	0.130065736014409	676	467075	402159	36141038	-0.514242863069964	-1.5001250420871	0.317040040638589	-0.0551613333992609	New England	Rocky Mountain	Inter-regional	-0.402801800958382	-0.483035296175254	-2.44284590786263	-2.44554821262818	0.00254700677803351	0.00255433850852858	0.395547094773766	FALSE	TRUE	TRUE	Influential
Wyoming	Mississippi	FALSE	25637	0.00346321277053402	1.50237056670285	76	0.00114935023918201	2	0.264559058380785	1246.27254937542	1933.8925678238	1461.25	0.191766757761346	143	402159	67014	36141038	-0.336940251670289	-1.16858261355155	0.776663060224663	0.532779453928832	Rocky Mountain	Southeast	Inter-regional	-0.237163479540817	-0.480063194851033	-2.42811068783801	-2.43075781915988	0.00275622658406171	0.00279713048137599	0.579210625705274	FALSE	TRUE	TRUE	Influential
Mississippi	Wyoming	FALSE	25637	0.00346321277053402	1.50237056670285	76	0.00114935023918201	2	0.259366314999015	1246.27254937542	1933.8925678238	1461.25	0.191766757761346	143	67014	402159	36141038	-0.336940251670289	-1.16858261355155	0.776663060224663	0.517319113157141	Southeast	Rocky Mountain	Inter-regional	-0.237469989698473	-0.479756684693376	-2.42646645068321	-2.42910746940029	0.00267630551646755	0.00271991607538119	0.578801982921062	FALSE	TRUE	TRUE	Influential
Wyoming	Maryland	FALSE	19054	0.00153473130204222	0.672881185053838	282	9.29554982253974e-05	2	0.105122466413634	1003.96066513714	2605.21053993549	2189.44	0.128721041160133	712	402159	497088	36141038	-0.701973654912245	-1.89022131628095	0.092930523883386	-0.156736579115068	Rocky Mountain	Mideast	Inter-regional	-0.414292508101777	-0.476057948002156	-2.40775972256304	-2.4103318155508	0.0026355052335815	0.00272023141413796	0.385218815847788	FALSE	TRUE	TRUE	Influential
Maryland	Wyoming	FALSE	19054	0.00153473130204222	0.672881185053838	282	9.29554982253974e-05	2	0.098414513820866	1003.96066513714	2605.21053993549	2189.44	0.128721041160133	712	497088	402159	36141038	-0.701973654912245	-1.89022131628095	0.092930523883386	-0.202955083085133	Mideast	Rocky Mountain	Inter-regional	-0.415208816554982	-0.475141639548951	-2.40310799854333	-2.4056631279065	0.00261142963985834	0.00270586587858934	0.384406907886442	FALSE	TRUE	TRUE	Influential
Wyoming	Pennsylvania	FALSE	62297	0.00238071088505109	1.07285310301169	867	5.77454709665722e-05	2	0.127679654606488	2599.72103725074	2459.26849339598	2032.27	0.148318760299207	718	402159	435042	36141038	-0.505223002994345	-2.02170762483809	0.490026615472048	-0.0176853575156552	Rocky Mountain	Mideast	Inter-regional	-0.362798231579442	-0.466005681592248	-2.35723322779089	-2.3596247787234	0.00277419689926728	0.00298665045150562	0.433712329546915	FALSE	TRUE	TRUE	Influential
Pennsylvania	Wyoming	FALSE	62297	0.00238071088505109	1.07285310301169	867	5.77454709665721e-05	2	0.120514642544024	2599.72103725074	2459.26849339598	2032.27	0.148318760299207	718	435042	402159	36141038	-0.505223002994346	-2.02170762483809	0.490026615472048	-0.0594104793261196	Mideast	Rocky Mountain	Inter-regional	-0.363625456144103	-0.465178457027587	-2.35305622321774	-2.3554332124364	0.00277020382132316	0.00299293030586301	0.432887000114529	FALSE	TRUE	TRUE	Influential
Wyoming	Virginia	FALSE	42814	0.00240028484657353	1.09041803156343	1177	0.000120732051995915	5	0.185405845746184	2492.16920894232	2499.38974978779	1984.86	0.154779757660333	900	402159	522554	36141038	-0.501549209765494	-1.81681035442173	0.503850382836732	0.259182675229184	Rocky Mountain	Southeast	Inter-regional	-0.345443270790471	-0.464842566862993	-2.35133296670159	-2.35370396441986	0.00274713041638071	0.00297241494543635	0.451394984432843	FALSE	TRUE	TRUE	Influential
