edge_pair	x	y	region_x	region_y	country_x	country_y	n_occurrences	first_date	last_date	mean_nRR	median_nRR	max_nRR
Maryland_North Carolina	Maryland	North Carolina	Mideast	Southeast	USA	USA	8	2020-01-01	2024-07-01	0.21694146991377306	0.20973832293348932	0.3452119793060079
California_Utah	California	Utah	Far West	Rocky Mountain	USA	USA	8	2020-01-01	2024-01-01	0.20641293462222798	0.1570838135713449	0.5058688201248086
Georgia_New Jersey	Georgia	New Jersey	Southeast	Mideast	USA	USA	8	2020-01-01	2024-10-01	0.20300431074813197	0.19162792975592052	0.3669661329306272
Florida_Illinois	Florida	Illinois	Southeast	Great Lakes	USA	USA	8	2020-01-01	2024-10-01	0.19606830651437474	0.18223664478451534	0.2833422405175353
Georgia_Pennsylvania	Georgia	Pennsylvania	Southeast	Mideast	USA	USA	8	2020-07-01	2024-10-01	0.1947174332753123	0.16757772656096923	0.3692432173190041
New York_Texas	New York	Texas	Mideast	Southwest	USA	USA	8	2022-04-01	2024-10-01	0.19186112267410363	0.18709796206663518	0.30267351138114273
North Carolina_Texas	North Carolina	Texas	Southeast	Southwest	USA	USA	7	2022-04-01	2024-10-01	0.2881051002325875	0.17605864054989162	0.8605547980667384
New York_Ohio	New York	Ohio	Mideast	Great Lakes	USA	USA	7	2020-01-01	2024-10-01	0.26860763049649117	0.24050329961727857	0.47668356657695543
Maryland_Texas	Maryland	Texas	Mideast	Southwest	USA	USA	7	2020-01-01	2024-07-01	0.2623896772570769	0.237570835660687	0.5560980691810729
Connecticut_Florida	Connecticut	Florida	New England	Southeast	USA	USA	7	2020-01-01	2024-01-01	0.2181280986338698	0.19762966443159943	0.33900744584109316
Florida_Massachusetts	Florida	Massachusetts	Southeast	New England	USA	USA	7	2020-01-01	2024-10-01	0.20233891425425962	0.1999532869955064	0.28416174784855613
District of Columbia_North Carolina	District of Columbia	North Carolina	Mideast	Southeast	USA	USA	7	2020-01-01	2024-04-01	0.1985014113236653	0.1748456781556067	0.32004695783956827
New York_North Carolina	New York	North Carolina	Mideast	Southeast	USA	USA	7	2020-01-01	2024-10-01	0.19754024373404327	0.18951306232811724	0.2754694203074318
Massachusetts_Pennsylvania	Massachusetts	Pennsylvania	New England	Mideast	USA	USA	7	2020-01-01	2024-07-01	0.19018656941803502	0.17374533246079388	0.3301498812039395
Colorado_New Jersey	Colorado	New Jersey	Rocky Mountain	Mideast	USA	USA	7	2020-01-01	2024-07-01	0.1806538417622791	0.16093082081214066	0.29399033485995874
Illinois_New Jersey	Illinois	New Jersey	Great Lakes	Mideast	USA	USA	7	2020-01-01	2024-10-01	0.1784044307185373	0.16813607163591482	0.23535408240319153
Massachusetts_New Jersey	Massachusetts	New Jersey	New England	Mideast	USA	USA	7	2020-01-01	2024-10-01	0.17676426965687428	0.1792596121498902	0.23721639744907885
Colorado_Virginia	Colorado	Virginia	Rocky Mountain	Southeast	USA	USA	7	2020-01-01	2024-07-01	0.16316393021774858	0.13282838459886395	0.2341123459662588
Georgia_Ohio	Georgia	Ohio	Southeast	Great Lakes	USA	USA	7	2021-04-01	2024-10-01	0.16029783240428566	0.14609814122112896	0.2153388240290327
Pennsylvania_Tennessee	Pennsylvania	Tennessee	Mideast	Southeast	USA	USA	7	2020-01-01	2024-10-01	0.14872107260881762	0.15552373074832423	0.16955566266565666
California_Ohio	California	Ohio	Far West	Great Lakes	USA	USA	6	2020-01-01	2024-10-01	0.32440220672674874	0.3167693792748744	0.4974444749183054
Pennsylvania_Texas	Pennsylvania	Texas	Mideast	Southwest	USA	USA	6	2022-04-01	2024-10-01	0.324064598747649	0.22044886661983515	0.8119493627750469
Delaware_Florida	Delaware	Florida	Mideast	Southeast	USA	USA	6	2020-01-01	2024-10-01	0.24225225255622593	0.24088220818535214	0.2976111975537579
Georgia_Texas	Georgia	Texas	Southeast	Southwest	USA	USA	6	2022-04-01	2024-10-01	0.23989188718233448	0.20916917638384108	0.3543826926074766
California_Maryland	California	Maryland	Far West	Mideast	USA	USA	6	2020-01-01	2024-07-01	0.22931056468707336	0.21785047218688613	0.3242099198341402
Maryland_Ohio	Maryland	Ohio	Mideast	Great Lakes	USA	USA	6	2020-01-01	2024-07-01	0.20916458136190805	0.18218375966018574	0.40919508402329874
California_Virginia	California	Virginia	Far West	Southeast	USA	USA	6	2020-01-01	2024-07-01	0.208841640701238	0.21997891476996695	0.22685276814840089
Connecticut_Pennsylvania	Connecticut	Pennsylvania	New England	Mideast	USA	USA	6	2020-01-01	2024-04-01	0.20868318321252943	0.20671959196801884	0.2429503364238827
Connecticut_Maryland	Connecticut	Maryland	New England	Mideast	USA	USA	6	2020-01-01	2024-07-01	0.20490051429943518	0.15351717594490658	0.42902977683436966
District of Columbia_Florida	District of Columbia	Florida	Mideast	Southeast	USA	USA	6	2020-01-01	2024-01-01	0.1988137551414565	0.1914124235035693	0.2651270313645822
Tennessee_Texas	Tennessee	Texas	Southeast	Southwest	USA	USA	6	2020-01-01	2024-01-01	0.1874415582829917	0.17199499844482	0.25269828822811236
Florida_Nevada	Florida	Nevada	Southeast	Far West	USA	USA	6	2022-04-01	2024-01-01	0.18224726749017953	0.16616333835938124	0.2722931938660269
Colorado_New York	Colorado	New York	Rocky Mountain	Mideast	USA	USA	6	2022-04-01	2024-07-01	0.18219421165931182	0.17859315777060203	0.28349372455450217
Illinois_Maryland	Illinois	Maryland	Great Lakes	Mideast	USA	USA	6	2020-01-01	2024-07-01	0.17922913716037134	0.1628023309292316	0.2521659238863408
Arizona_Florida	Arizona	Florida	Southwest	Southeast	USA	USA	6	2020-01-01	2024-07-01	0.17286768712522074	0.16026967487931637	0.2549015310376774
California_North Carolina	California	North Carolina	Far West	Southeast	USA	USA	6	2020-01-01	2024-10-01	0.17226202346874414	0.1645041396938145	0.2179605381254035
Ohio_Tennessee	Ohio	Tennessee	Great Lakes	Southeast	USA	USA	6	2020-01-01	2024-07-01	0.17222961016741448	0.156013608799914	0.28614621411110536
Colorado_Texas	Colorado	Texas	Rocky Mountain	Southwest	USA	USA	6	2022-04-01	2024-01-01	0.17087911073511786	0.16973590500051733	0.22839324164122837
Georgia_New York	Georgia	New York	Southeast	Mideast	USA	USA	6	2021-07-01	2024-10-01	0.1546218999314895	0.14645758877838394	0.19838628063845343
Massachusetts_Ohio	Massachusetts	Ohio	New England	Great Lakes	USA	USA	5	2022-07-01	2024-10-01	0.275160606081466	0.21475915067608375	0.5596840899909078
Illinois_Texas	Illinois	Texas	Great Lakes	Southwest	USA	USA	5	2020-01-01	2024-10-01	0.26235736002685833	0.19325604286021775	0.6194275277444282
Delaware_North Carolina	Delaware	North Carolina	Mideast	Southeast	USA	USA	5	2020-01-01	2024-10-01	0.24903782963280224	0.26290849978407843	0.306219513072666
Michigan_New Jersey	Michigan	New Jersey	Great Lakes	Mideast	USA	USA	5	2020-01-01	2024-07-01	0.23516568075396146	0.16643478601433956	0.4682254664351605
Illinois_Pennsylvania	Illinois	Pennsylvania	Great Lakes	Mideast	USA	USA	5	2020-01-01	2024-10-01	0.23192946354387065	0.1907545135299765	0.34203490332486325
Ohio_Texas	Ohio	Texas	Great Lakes	Southwest	USA	USA	5	2020-07-01	2024-10-01	0.22412112525106603	0.2016493622545859	0.40131223390449167
Ohio_Virginia	Ohio	Virginia	Great Lakes	Southeast	USA	USA	5	2020-01-01	2024-10-01	0.22061009918064298	0.19018360138186577	0.45533003596887495
California_Connecticut	California	Connecticut	Far West	New England	USA	USA	5	2020-01-01	2024-01-01	0.19962446242886384	0.1515915770545326	0.3917320378926467
Texas_Virginia	Texas	Virginia	Southwest	Southeast	USA	USA	5	2022-04-01	2024-07-01	0.19926183974619233	0.20559560459557777	0.22838535867176235
South Carolina_Texas	South Carolina	Texas	Southeast	Southwest	USA	USA	5	2022-04-01	2024-10-01	0.19923391902762075	0.20554186024563623	0.26178962406963757
California_Illinois	California	Illinois	Far West	Great Lakes	USA	USA	5	2020-01-01	2024-01-01	0.18971112240849267	0.17210593837132104	0.27100859568322694
Maryland_Massachusetts	Maryland	Massachusetts	Mideast	New England	USA	USA	5	2020-01-01	2024-07-01	0.18853244636589017	0.1674362388069636	0.26483975256121606
California_Tennessee	California	Tennessee	Far West	Southeast	USA	USA	5	2020-01-01	2024-01-01	0.18151026643507503	0.169736530427986	0.26939891152249174
New York_Tennessee	New York	Tennessee	Mideast	Southeast	USA	USA	5	2020-01-01	2024-01-01	0.18137562830727288	0.1705781646664959	0.224130375785048
Illinois_New York	Illinois	New York	Great Lakes	Mideast	USA	USA	5	2022-04-01	2024-10-01	0.17096677840125907	0.16512194308441946	0.1962725088707171
Arizona_Illinois	Arizona	Illinois	Southwest	Great Lakes	USA	USA	5	2020-01-01	2024-07-01	0.17005152983356905	0.1649191675765183	0.24622788761905465
Florida_Michigan	Florida	Michigan	Southeast	Great Lakes	USA	USA	5	2021-07-01	2024-10-01	0.16134152215344372	0.1576811452187422	0.19200731942559007
Colorado_Georgia	Colorado	Georgia	Rocky Mountain	Southeast	USA	USA	5	2020-01-01	2024-07-01	0.16117102745441655	0.15238328494229564	0.210442821773137
Texas_Washington	Texas	Washington	Southwest	Far West	USA	USA	5	2022-04-01	2024-07-01	0.15993793424727556	0.13190271543757187	0.2190003000232892
Connecticut_Virginia	Connecticut	Virginia	New England	Southeast	USA	USA	5	2020-01-01	2024-01-01	0.1597403098749103	0.15810076497794123	0.18094380648818023
Illinois_Virginia	Illinois	Virginia	Great Lakes	Southeast	USA	USA	5	2020-01-01	2024-01-01	0.15312954074036575	0.1516328544046176	0.1897309239924614
Massachusetts_Virginia	Massachusetts	Virginia	New England	Southeast	USA	USA	5	2020-01-01	2024-07-01	0.15081812489656996	0.1505234458001009	0.1660706229686777
New Jersey_Tennessee	New Jersey	Tennessee	Mideast	Southeast	USA	USA	5	2022-07-01	2024-10-01	0.1475587373471172	0.1503715222559947	0.15808736316535715
